┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┓
┃ Name                                                    ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test     ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr  ┃ MaxSpd  ┃ Stages                      ┃
│ WCP SS Gearbox                                          │ 6        │ 4    │ 49        │ 0.0095   │ 1.25  │ 132.0        │ 9.0       │ 200        │ 101       │ 10.0    │ (12, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 47        │ 0.0095   │ 1.25  │ 132.0        │ 9.0       │ 200        │ 101       │ 10.0    │ (12, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 45        │ 0.0095   │ 1.25  │ 132.0        │ 9.0       │ 200        │ 101       │ 10.0    │ (12, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 54        │ 0.0095   │ 1.25  │ 132.0        │ 9.0       │ 200        │ 101       │ 10.0    │ (12, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 48        │ 0.0095   │ 1.25  │ 132.0        │ 9.0       │ 200        │ 101       │ 10.0    │ (12, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 51        │ 0.0095   │ 1.25  │ 132.0        │ 9.0       │ 200        │ 101       │ 10.0    │ (12, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 46        │ 0.0095   │ 1.25  │ 132.0        │ 9.0       │ 200        │ 101       │ 10.0    │ (12, 50, 24, 50)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 49        │ 0.0095   │ 1.25  │ 131.99       │ 9.95      │ 177        │ 78        │ 9.65    │ (13, 42, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 38        │ 0.0095   │ 1.25  │ 131.6        │ 9.5       │ 211        │ 98        │ 10.6    │ (11, 50, 20, 54)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 49        │ 0.0095   │ 1.25  │ 131.34       │ 9.95      │ 177        │ 78        │ 9.7     │ (9, 62, 16, 32)             │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 49        │ 0.0095   │ 1.25  │ 130.96       │ 9.95      │ 177        │ 83        │ 9.75    │ (8, 62, 22, 26)             │
│ EVO Slim                                                │ 6        │ 6    │ 51        │ 0.0096   │ 1.05  │ 109.76       │ 8.45      │ 283        │ 155       │ 15.75   │ (15, 85, 30, 40)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 54        │ 0.0096   │ 1.05  │ 109.49       │ 8.25      │ 300        │ 178       │ 16.3    │ (13, 42, 30, 44)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 52        │ 0.0096   │ 1.05  │ 108.96       │ 8.4       │ 289        │ 172       │ 15.95   │ (12, 50, 34, 40)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 4    │ 45        │ 0.0096   │ 1.1   │ 114.94       │ 8.95      │ 250        │ 142       │ 14.1    │ (12, 72)                    │
│ EVO Slim                                                │ 6        │ 4    │ 45        │ 0.0096   │ 1.1   │ 114.94       │ 8.95      │ 250        │ 142       │ 14.1    │ (15, 85, 34, 36)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 48        │ 0.0096   │ 1.1   │ 114.65       │ 8.7       │ 267        │ 152       │ 14.95   │ (11, 42, 30, 44)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 44        │ 0.0096   │ 1.1   │ 114.39       │ 9.05      │ 244        │ 140       │ 13.9    │ (12, 50, 30, 44)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 53        │ 0.0096   │ 1.15  │ 120.12       │ 9.75      │ 191        │ 97        │ 11.5    │ (8, 62)                     │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 42        │ 0.0096   │ 1.15  │ 120.08       │ 9.2       │ 233        │ 127       │ 12.8    │ (13, 42, 24, 50)            │
│ EVO Slim                                                │ 4        │ 4    │ 54        │ 0.0096   │ 1.15  │ 119.37       │ 9.7       │ 195        │ 99        │ 11.8    │ (15, 85, 30, 40)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 51        │ 0.0096   │ 1.2   │ 125.15       │ 9.85      │ 184        │ 90        │ 10.6    │ (10, 60, 20, 28)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 50        │ 0.0096   │ 1.2   │ 125.13       │ 9.9       │ 181        │ 84        │ 10.4    │ (14, 42, 14, 60)            │
│ EVO Slim                                                │ 6        │ 4    │ 39        │ 0.0096   │ 1.2   │ 124.85       │ 9.45      │ 217        │ 114       │ 11.45   │ (15, 85, 30, 40)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 52        │ 0.0096   │ 1.2   │ 124.36       │ 9.8       │ 188        │ 87        │ 10.9    │ (11, 50, 20, 54)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 50        │ 0.0096   │ 1.25  │ 130.27       │ 9.9       │ 181        │ 85        │ 10.0    │ (13, 58, 16, 32)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 49        │ 0.0096   │ 1.25  │ 129.99       │ 9.95      │ 177        │ 83        │ 9.8     │ (11, 60, 18, 30)            │
│ EVO Slim                                                │ 6        │ 4    │ 53        │ 0.0097   │ 1.05  │ 108.17       │ 8.3       │ 294        │ 176       │ 16.15   │ (15, 85, 38, 32)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 51        │ 0.0097   │ 1.05  │ 108.08       │ 8.45      │ 283        │ 157       │ 15.8    │ (14, 50, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 52        │ 0.0097   │ 1.05  │ 108.06       │ 8.4       │ 289        │ 160       │ 16.0    │ (12, 42, 24, 50)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 6    │ 54        │ 0.0097   │ 1.05  │ 107.83       │ 8.25      │ 300        │ 166       │ 16.35   │ (12, 84)                    │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 46        │ 0.0097   │ 1.1   │ 113.4        │ 8.85      │ 256        │ 136       │ 14.5    │ (12, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 47        │ 0.0097   │ 1.1   │ 113.01       │ 8.8       │ 261        │ 150       │ 14.8    │ (13, 50, 30, 44)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 42        │ 0.0097   │ 1.15  │ 118.94       │ 9.2       │ 233        │ 129       │ 12.9    │ (11, 50, 30, 44)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 53        │ 0.0097   │ 1.15  │ 118.63       │ 9.75      │ 191        │ 93        │ 11.65   │ (9, 62, 18, 30)             │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 54        │ 0.0097   │ 1.15  │ 118.49       │ 9.7       │ 195        │ 95        │ 11.85   │ (12, 50, 20, 54)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 53        │ 0.0097   │ 1.15  │ 118.36       │ 9.75      │ 191        │ 98        │ 11.65   │ (11, 60, 20, 28)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 53        │ 0.0097   │ 1.2   │ 124.19       │ 9.75      │ 191        │ 94        │ 11.1    │ (13, 50, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 51        │ 0.0097   │ 1.2   │ 124.16       │ 9.85      │ 184        │ 90        │ 10.7    │ (12, 60, 18, 30)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 53        │ 0.0097   │ 1.2   │ 123.99       │ 9.75      │ 191        │ 89        │ 11.15   │ (10, 60, 16, 32)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 39        │ 0.0097   │ 1.2   │ 123.93       │ 9.45      │ 217        │ 107       │ 11.55   │ (12, 50, 20, 54)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 52        │ 0.0097   │ 1.2   │ 123.74       │ 9.8       │ 188        │ 93        │ 10.95   │ (9, 62, 22, 26)             │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 40        │ 0.0097   │ 1.2   │ 123.69       │ 9.35      │ 222        │ 118       │ 11.9    │ (12, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 51        │ 0.0097   │ 1.2   │ 123.45       │ 9.85      │ 184        │ 91        │ 10.75   │ (14, 58, 16, 32)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 48        │ 0.0097   │ 1.25  │ 129.22       │ 10.0      │ 173        │ 78        │ 9.65    │ (13, 42, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 38        │ 0.0097   │ 1.25  │ 128.89       │ 9.5       │ 211        │ 108       │ 10.85   │ (13, 50, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 48        │ 0.0097   │ 1.25  │ 128.58       │ 10.0      │ 173        │ 78        │ 9.7     │ (9, 62, 16, 32)             │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 48        │ 0.0097   │ 1.25  │ 128.22       │ 10.0      │ 173        │ 83        │ 9.75    │ (8, 62, 22, 26)             │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 53        │ 0.0098   │ 1.05  │ 107.41       │ 8.3       │ 294        │ 178       │ 16.2    │ (13, 42, 30, 44)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 51        │ 0.0098   │ 1.05  │ 106.81       │ 8.45      │ 283        │ 172       │ 15.85   │ (12, 50, 34, 40)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 4    │ 44        │ 0.0098   │ 1.1   │ 112.31       │ 9.05      │ 244        │ 142       │ 14.05   │ (12, 72)                    │
│ EVO Slim                                                │ 6        │ 4    │ 44        │ 0.0098   │ 1.1   │ 112.31       │ 9.05      │ 244        │ 142       │ 14.05   │ (15, 85, 34, 36)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 47        │ 0.0098   │ 1.1   │ 112.19       │ 8.8       │ 261        │ 152       │ 14.9    │ (11, 42, 30, 44)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 49        │ 0.0098   │ 1.1   │ 111.83       │ 8.65      │ 272        │ 158       │ 15.4    │ (11, 50, 34, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 49        │ 0.0098   │ 1.1   │ 111.71       │ 8.65      │ 272        │ 146       │ 15.4    │ (13, 50, 24, 50)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 52        │ 0.0098   │ 1.15  │ 117.79       │ 9.8       │ 188        │ 97        │ 11.5    │ (8, 62)                     │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 54        │ 0.0098   │ 1.15  │ 117.55       │ 9.7       │ 195        │ 101       │ 11.95   │ (14, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 43        │ 0.0098   │ 1.15  │ 117.51       │ 9.1       │ 239        │ 123       │ 13.35   │ (14, 50, 20, 54)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 54        │ 0.0098   │ 1.15  │ 117.48       │ 9.7       │ 195        │ 101       │ 11.95   │ (13, 58, 18, 30)            │
