┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━━┳━
┃ Name                                                     ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test  ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr   ┃ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 54        │ 0.03  │ 2.8   │ 84.37        │ 8.25      │ 300        │ 225        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.8   │ 83.59        │ 8.25      │ 300        │ 227        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 6        │ 6    │ 54        │ 0.03  │ 2.8   │ 82.84        │ 8.25      │ 300        │ 229        │ 
│ EVO Slim                                                 │ 6        │ 6    │ 54        │ 0.03  │ 2.8   │ 82.84        │ 8.25      │ 300        │ 229        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.8   │ 82.84        │ 8.25      │ 300        │ 229        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.8   │ 81.03        │ 8.25      │ 300        │ 234        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.8   │ 80.01        │ 8.25      │ 300        │ 237        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 106.68       │ 8.25      │ 300        │ 180        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 54        │ 0.03  │ 2.85  │ 106.31       │ 8.25      │ 300        │ 200        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 106.2        │ 8.25      │ 300        │ 181        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 106.07       │ 8.25      │ 300        │ 181        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 4    │ 54        │ 0.03  │ 2.85  │ 105.61       │ 8.25      │ 300        │ 201        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 54        │ 0.03  │ 2.85  │ 105.18       │ 8.25      │ 300        │ 202        │ 
│ EVO Slim                                                 │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 104.31       │ 8.25      │ 300        │ 184        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 104.27       │ 8.25      │ 300        │ 184        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 103.54       │ 8.25      │ 300        │ 185        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 103.5        │ 8.25      │ 300        │ 185        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 54        │ 0.03  │ 2.85  │ 102.95       │ 8.25      │ 300        │ 206        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 102.72       │ 8.25      │ 300        │ 186        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 102.2        │ 8.25      │ 300        │ 187        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 101.55       │ 8.25      │ 300        │ 188        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 101.53       │ 8.25      │ 300        │ 188        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 54        │ 0.03  │ 2.85  │ 101.51       │ 8.25      │ 300        │ 209        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 101.14       │ 8.25      │ 300        │ 189        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 101.05       │ 8.25      │ 300        │ 189        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 100.67       │ 8.25      │ 300        │ 190        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 100.09       │ 8.25      │ 300        │ 191        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.85  │ 99.4         │ 8.25      │ 300        │ 192        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 99.21        │ 8.3       │ 294        │ 189        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 99.12        │ 8.3       │ 294        │ 189        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 98.75        │ 8.3       │ 294        │ 190        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 98.18        │ 8.3       │ 294        │ 191        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 97.51        │ 8.3       │ 294        │ 192        │ 
│ EVO Slim                                                 │ 6        │ 4    │ 53        │ 0.03  │ 2.85  │ 96.94        │ 8.3       │ 294        │ 214        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 96.67        │ 8.3       │ 294        │ 194        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 53        │ 0.03  │ 2.85  │ 96.3         │ 8.3       │ 294        │ 216        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 53        │ 0.03  │ 2.85  │ 96.26        │ 8.3       │ 294        │ 216        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 95.93        │ 8.3       │ 294        │ 195        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 95.93        │ 8.3       │ 294        │ 195        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 94.8         │ 8.3       │ 294        │ 197        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 94.62        │ 8.3       │ 294        │ 198        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 93.76        │ 8.3       │ 294        │ 200        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 92.96        │ 8.3       │ 294        │ 201        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 92.13        │ 8.3       │ 294        │ 203        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 53        │ 0.03  │ 2.85  │ 91.92        │ 8.3       │ 294        │ 226        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 91.9         │ 8.3       │ 294        │ 203        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 53        │ 0.03  │ 2.85  │ 91.25        │ 8.3       │ 294        │ 227        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 91.15        │ 8.3       │ 294        │ 205        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 90.56        │ 8.3       │ 294        │ 206        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 90.28        │ 8.3       │ 294        │ 207        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 89.77        │ 8.3       │ 294        │ 208        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 53        │ 0.03  │ 2.85  │ 89.42        │ 8.3       │ 294        │ 232        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 53        │ 0.03  │ 2.85  │ 89.38        │ 8.3       │ 294        │ 232        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 88.64        │ 8.3       │ 294        │ 211        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 52        │ 0.03  │ 2.85  │ 88.02        │ 8.4       │ 289        │ 208        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 87.86        │ 8.3       │ 294        │ 212        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 52        │ 0.03  │ 2.85  │ 87.68        │ 8.4       │ 289        │ 232        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 52        │ 0.03  │ 2.85  │ 87.64        │ 8.4       │ 289        │ 232        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 52        │ 0.03  │ 2.85  │ 86.92        │ 8.4       │ 289        │ 211        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 86.33        │ 8.3       │ 294        │ 216        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 86.32        │ 8.3       │ 294        │ 216        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 52        │ 0.03  │ 2.85  │ 86.15        │ 8.4       │ 289        │ 212        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 85.6         │ 8.3       │ 294        │ 218        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 53        │ 0.03  │ 2.85  │ 85.35        │ 8.3       │ 294        │ 242        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 52        │ 0.03  │ 2.85  │ 84.66        │ 8.4       │ 289        │ 216        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 52        │ 0.03  │ 2.85  │ 84.64        │ 8.4       │ 289        │ 216        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 84.64        │ 8.3       │ 294        │ 220        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 4    │ 53        │ 0.03  │ 2.85  │ 84.64        │ 8.3       │ 294        │ 244        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 52        │ 0.03  │ 2.85  │ 83.93        │ 8.4       │ 289        │ 218        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 52        │ 0.03  │ 2.85  │ 83.69        │ 8.4       │ 289        │ 242        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 83.66        │ 8.3       │ 294        │ 222        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 53        │ 0.03  │ 2.85  │ 83.65        │ 8.3       │ 294        │ 247        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 83.01        │ 8.3       │ 294        │ 224        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 52        │ 0.03  │ 2.85  │ 83.0         │ 8.4       │ 289        │ 220        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 4    │ 52        │ 0.03  │ 2.85  │ 83.0         │ 8.4       │ 289        │ 244        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 82.98        │ 8.3       │ 294        │ 224        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 82.76        │ 8.3       │ 294        │ 225        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 52        │ 0.03  │ 2.85  │ 82.03        │ 8.4       │ 289        │ 222        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 52        │ 0.03  │ 2.85  │ 82.02        │ 8.4       │ 289        │ 247        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 53        │ 0.03  │ 2.85  │ 82.0         │ 8.3       │ 294        │ 227        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.9   │ 112.42       │ 8.25      │ 300        │ 171        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.9   │ 111.46       │ 8.25      │ 300        │ 172        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 54        │ 0.03  │ 2.9   │ 110.87       │ 8.25      │ 300        │ 192        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 54        │ 0.03  │ 2.9   │ 110.74       │ 8.25      │ 300        │ 192        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 54        │ 0.03  │ 2.9   │ 110.62       │ 8.25      │ 300        │ 174        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.9   │ 110.45       │ 8.25      │ 300        │ 174        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 6        │ 4    │ 54        │ 0.03  │ 2.9   │ 110.45       │ 8.25      │ 300        │ 193        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 54        │ 0.03  │ 2.9   │ 110.02       │ 8.25      │ 300        │ 193        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 54        │ 0.03  │ 2.9   │ 109.82       │ 8.25      │ 300        │ 175        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 54        │ 0.03  │ 2.9   │ 109.39       │ 8.25      │ 300        │ 176        │ 
